"","wt","fiber","misfolded","half","cytosol","mitochondria","ER","Nucleus","Vacuole","Plasma-membrane","budneck","Category","names","nwt","nfiber","nmisfolded","nhalf","ywt","yfiber","ymisfolded","yhalf","rwt","rfiber","rmisfolded","rhalf"
"1",0.158022925170068,0.105500158468677,-0.0947667797902098,NA,1,0,0,1,0,0,0,"Chaperone","HSP104",2646,1293,1430,NA,241.676533635676,254.966006960557,49.0100811188811,NA,1675.05473582766,1723.90317478732,2026.38476923077,NA
"2",-0.0607182335747202,-0.011796726472374,0.158375345778288,NA,0,1,0,0,0,0,0,"Chaperone","HSP78",1519,1647,1741,NA,265.105404213298,266.505721311475,39.6459471568064,NA,543.585809743252,561.895179720704,560.631225157955,NA
"3",-0.0684239885898816,0.0157657089669421,0.227324527574751,NA,0,1,0,0,0,0,0,"Chaperone","MCX1",1858,1694,1806,NA,275.628306781485,266.408290436836,39.9392591362126,NA,63.0947820236814,60.4473299881936,58.8306816168328,NA
"4",-0.0668383826396495,0.0155150149407115,-0.0583728376715289,NA,0,0,0,1,0,0,0,"DNA-related","RVB1",1826,1771,1851,NA,278.459292442497,244.393366459627,42.482057806591,NA,222.158909090909,218.268798983625,243.254121555916,NA
"5",-0.0688469735541535,0.0230683143374741,-0.0441530326026074,NA,0,0,0,1,0,0,0,"DNA-related","RVB2",1902,1932,2071,NA,269.249768664564,245.646173395445,40.2754345726702,NA,213.064322292324,210.708470496894,214.239627233221,NA
"6",-0.075408395,-0.0165522019581664,0.11380016973822,NA,0,0,1,0,0,0,0,"Chaperone","CNE1",1660,2247,1910,NA,274.094612650602,216.312783266578,38.5053497382199,NA,32.7717228915663,33.3338829550512,32.6997429319372,NA
"7",0.170106436788063,0.0996662095669688,0.00223061957835116,NA,0,0,0,0,0,1,0,"Chaperone","TCP1",1977,1986,1589,NA,253.817968133536,210.898327794562,44.1851692888609,NA,246.871794132524,235.4395,248.457427942102,NA
"8",-0.0628655693061224,-0.0184512517121803,0.258948258319185,NA,1,0,0,0,0,0,0,"Chaperone","CCT2",1960,2307,2356,NA,239.182858673469,192.92592934547,32.9054889643463,NA,24.0695403061224,25.0621179020373,24.5093471986418,NA
"9",-0.00279144251641894,-0.0451333203396226,0.275518471345483,NA,1,0,0,0,0,0,0,"Chaperone","CCT3",2893,2650,2579,NA,225.036885240235,227.711046037736,31.0790368359829,NA,100.270804701002,112.298329056604,104.937493214424,NA
"10",0.197748776866764,0.0687262309844322,0.109971735305281,NA,1,0,0,0,0,0,0,"Chaperone","CCT4",2049,2184,2424,NA,148.13097852611,111.49196474359,38.5816150990099,NA,140.688951195705,141.012586996337,138.860530115512,NA
