"","wt","fiber","misfolded","half","cytosol","mitochondria","ER","Nucleus","Vacuole","Plasma-membrane","budneck","Category","names","nwt","nfiber","nmisfolded","nhalf","ywt","yfiber","ymisfolded","yhalf","rwt","rfiber","rmisfolded","rhalf"
"1",0.561408854166667,0.460866197183099,0.423272912423625,0.533712166172107,1,0,0,1,0,0,0,"Chaperone","HSP104",384,284,491,337,2237.419421875,559.242218309859,388.208456211813,375.149768545994,799.8044609375,839.589584507042,835.150718940937,772.865086053412
"2",-0.20291369047619,-0.150600701703163,-0.125725806451613,-0.103315642458101,0,1,0,0,0,0,0,"Chaperone","HSP78",336,411,372,358,2420.41916369048,582.111598540146,381.722293010753,345.209734636872,270.021053571429,291.864593673966,262.305405913979,256.582639664804
"3",-0.194557416267943,-0.170495918367347,-0.131423655913979,-0.157667664670659,0,1,0,0,0,0,0,"Chaperone","MCX1",418,490,465,334,2364.30011004785,568.491783673469,379.20891827957,345.406170658683,43.5200933014354,43.6972632653061,48.1300150537634,43.1637335329341
"4",0.088272658974359,0.730339024390244,0.705488047808765,0.631673758865248,0,0,0,1,0,0,0,"DNA-related","RVB1",468,410,502,564,2414.15344017094,573.276914634146,386.758870517928,325.742732269504,300.180004273504,290.104751219512,296.183071713147,300.681237588652
"5",0.0757628361858191,0.752137420718816,0.686264604810997,0.668411247803163,0,0,0,1,0,0,0,"DNA-related","RVB2",409,473,582,569,2459.49635452323,533.200173361522,370.685386597938,328.52227943761,231.557026894866,221.390397463002,224.906274914089,230.833572934974
"6",-0.207131619391635,-0.0730539993931398,-0.0446663528550512,-0.0838948545861297,0,0,1,0,0,0,0,"Chaperone","CNE1",526,379,683,447,2490.16257224335,576.182601583113,389.215664714495,339.467800894855,18.0147604562738,13.5915857519789,17.9250439238653,14.1597293064877
"7",0.508836575875486,0.00142444444444444,-0.00752151092783505,0.100142506142506,0,0,0,0,0,1,0,"Chaperone","TCP1",514,450,485,407,2374.16419455253,540.326415555556,371.015107216495,332.233771498771,319.943986381323,343.030508888889,393.440849484536,372.566771498772
"8",-0.153329811754685,-0.0830970149253731,-0.0895018315018315,-0.115806754221388,1,0,0,0,0,0,0,"Chaperone","CCT2",587,402,546,533,2447.44406132879,572.659480099503,368.659023809524,329.773242026266,12.7300272572402,14.0378034825871,17.3187252747253,15.9392382739212
"9",-0.172865940953947,-0.116786923891892,-0.10833137254902,-0.128855866666667,1,0,0,0,0,0,0,"Chaperone","CCT3",608,925,510,810,2460.3719375,519.701210810811,415.906639215686,352.046328395062,72.1043125,61.9115124324324,68.9245980392157,67.6111975308642
"10",0.48508,-0.0600138888888889,-0.111111940298507,0.0300687022900763,1,0,0,0,0,0,0,"Chaperone","CCT4",150,216,134,131,1751.38921333333,364.047925925926,248.631014925373,248.239893129771,180.226946666667,198.210074074074,205.606873134328,210.832328244275
"11",0.642460725075529,0.00932038961474037,0.0581155016018307,0.088936320754717,1,0,0,0,0,0,0,"Chaperone","CCT5",662,597,437,424,2409.55181268882,595.666527638191,437.810054919908,393.783129716981,276.865919939577,276.920698492462,305.247675057208,290.408898584906
"12",-0.163753479125249,-0.10907787187017,-0.10873325,-0.132701113622291,1,0,0,0,0,0,0,"Chaperone","CCT6",503,647,336,323,2390.52592842942,545.581054095827,426.756663690476,343.04173374613,13.3947236580517,16.221914992272,12.4674107142857,15.1562476780186
"13",-0.182206422018349,-0.0878852941176471,-0.0175971014492754,0.0351307339449541,0,1,0,0,0,0,0,"Chaperone","HSP10",436,340,345,436,2498.05074770642,579.468738235294,419.047373913043,345.729013761468,1341.11179816514,1347.08800588235,1340.12532173913,1374.69440825688
"14",-0.0340231958762887,0.641109289617486,0.601297101449275,0.525182730923695,1,1,0,1,0,0,0,"Chaperone","APJ1",388,366,276,498,2493.29885051546,534.648349726776,403.709474637681,308.592694779116,22.040912371134,20.6503743169399,23.2461847826087,20.445686746988
"15",0.451713692946058,0.462232269503546,0.455577127659574,0.519899448275862,1,0,0,1,0,0,0,"Chaperone","CAJ1",241,564,376,435,2495.75841493776,545.294223404255,366.146420212766,305.882466666667,156.216282157676,150.117544326241,151.64527393617,153.106790804598
"16",-0.0122642293139293,0.630916859122402,0.562773489932886,0.526281070745698,0,0,0,1,0,0,0,"RNA-related","CWC23",481,433,596,523,2405.5281018711,564.911203233256,334.796156040268,301.947212237094,25.452869022869,26.5454295612009,24.3058154362416,21.9699120458891
"17",0.144768731798246,0.02756197422,0.0647328801843318,0.0997600335042735,1,0,1,0,0,0,1,"Peroxisom-related","DJP1",456,500,434,585,2406.83655263158,538.159666,384.760735023041,298.861622222222,172.937918859649,176.17527,174.474320276498,174.936432478632
"18",-0.269997777777778,-0.0744734827740492,-0.0677529666194332,-0.0994452887096774,0,0,1,0,0,0,0,"Folding-related","ERJ5",450,447,494,465,2414.51681333333,522.664937360179,375.95194534413,304.43576344086,37.15802,33.4486062639821,32.0119473684211,32.783623655914
"19",-0.126081257796258,0.135383588778055,0.17942619047619,0.118428874734607,0,0,1,0,0,0,0,"Chaperone","HLJ1",481,401,420,471,2416.64797505198,524.960810473816,348.948804761905,304.353581740977,38.992632016632,46.740566084788,46.3279619047619,42.8406178343949
