"","wt","fiber","misfolded","half","cytosol","mitochondria","ER","Nucleus","Vacuole","Plasma-membrane","budneck","Category","names","nwt","nfiber","nmisfolded","nhalf","ywt","yfiber","ymisfolded","yhalf","rwt","rfiber","rmisfolded","rhalf"
"1",0.987838541666667,0.984855633802817,0.977568228105906,0.969540059347181,1,0,0,1,0,0,0,"Chaperone","HSP104",384,284,491,337,2237.419421875,559.242218309859,388.208456211813,375.149768545994,799.8044609375,839.589584507042,835.150718940937,772.865086053412
"2",0.983782738095238,0.980330900243309,0.970180107526882,0.955793296089385,0,1,0,0,0,0,0,"Chaperone","HSP78",336,411,372,358,2420.41916369048,582.111598540146,381.722293010753,345.209734636872,270.021053571429,291.864593673966,262.305405913979,256.582639664804
"3",0.984715311004785,0.981085714285714,0.970987096774193,0.954763473053892,0,1,0,0,0,0,0,"Chaperone","MCX1",418,490,465,334,2364.30011004785,568.491783673469,379.20891827957,345.406170658683,43.5200933014354,43.6972632653061,48.1300150537634,43.1637335329341
"4",0.984871794871795,0.986407317073171,0.981258964143426,0.970331560283688,0,0,0,1,0,0,0,"DNA-related","RVB1",468,410,502,564,2414.15344017094,573.276914634146,386.758870517928,325.742732269504,300.180004273504,290.104751219512,296.183071713147,300.681237588652
"5",0.986200488997555,0.986027484143763,0.977462199312715,0.969112478031634,0,0,0,1,0,0,0,"DNA-related","RVB2",409,473,582,569,2459.49635452323,533.200173361522,370.685386597938,328.52227943761,231.557026894866,221.390397463002,224.906274914089,230.833572934974
"6",0.986515209125475,0.982269129287599,0.975222547584187,0.961357941834452,0,0,1,0,0,0,0,"Chaperone","CNE1",526,379,683,447,2490.16257224335,576.182601583113,389.215664714495,339.467800894855,18.0147604562738,13.5915857519789,17.9250439238653,14.1597293064877
"7",0.988062256809338,0.982693333333333,0.974703092783505,0.960670761670762,0,0,0,0,0,1,0,"Chaperone","TCP1",514,450,485,407,2374.16419455253,540.326415555556,371.015107216495,332.233771498771,319.943986381323,343.030508888889,393.440849484536,372.566771498772
"8",0.986867120954003,0.982738805970149,0.974496336996337,0.961540337711069,1,0,0,0,0,0,0,"Chaperone","CCT2",587,402,546,533,2447.44406132879,572.659480099503,368.659023809524,329.773242026266,12.7300272572402,14.0378034825871,17.3187252747253,15.9392382739212
"9",0.987782894736842,0.983768648648649,0.977539215686274,0.969741975308642,1,0,0,0,0,0,0,"Chaperone","CCT3",608,925,510,810,2460.3719375,519.701210810811,415.906639215686,352.046328395062,72.1043125,61.9115124324324,68.9245980392157,67.6111975308642
"10",0.986033333333333,0.972791666666667,0.960985074626866,0.945511450381679,1,0,0,0,0,0,0,"Chaperone","CCT4",150,216,134,131,1751.38921333333,364.047925925926,248.631014925373,248.239893129771,180.226946666667,198.210074074074,205.606873134328,210.832328244275
"11",0.988268882175227,0.983742043551089,0.977327231121282,0.971221698113208,1,0,0,0,0,0,0,"Chaperone","CCT5",662,597,437,424,2409.55181268882,595.666527638191,437.810054919908,393.783129716981,276.865919939577,276.920698492462,305.247675057208,290.408898584906
"12",0.987178926441352,0.982904173106646,0.977550595238095,0.963671826625387,1,0,0,0,0,0,0,"Chaperone","CCT6",503,647,336,323,2390.52592842942,545.581054095827,426.756663690476,343.04173374613,13.3947236580517,16.221914992272,12.4674107142857,15.1562476780186
"13",0.983637614678899,0.978461764705882,0.974901449275362,0.959798165137615,0,1,0,0,0,0,0,"Chaperone","HSP10",436,340,345,436,2498.05074770642,579.468738235294,419.047373913043,345.729013761468,1341.11179816514,1347.08800588235,1340.12532173913,1374.69440825688
"14",0.986273195876289,0.986562841530055,0.980094202898551,0.96570281124498,1,1,0,1,0,0,0,"Chaperone","APJ1",388,366,276,498,2493.29885051546,534.648349726776,403.709474637681,308.592694779116,22.040912371134,20.6503743169399,23.2461847826087,20.445686746988
"15",0.988029045643154,0.985047872340426,0.974281914893617,0.962011494252874,1,0,0,1,0,0,0,"Chaperone","CAJ1",241,564,376,435,2495.75841493776,545.294223404255,366.146420212766,305.882466666667,156.216282157676,150.117544326241,151.64527393617,153.106790804598
"16",0.985902286902287,0.984782909930716,0.975276845637584,0.96391395793499,0,0,0,1,0,0,0,"RNA-related","CWC23",481,433,596,523,2405.5281018711,564.911203233256,334.796156040268,301.947212237094,25.452869022869,26.5454295612009,24.3058154362416,21.9699120458891
"17",0.987434210526316,0.983958,0.975956221198157,0.959507692307692,1,0,1,0,0,0,1,"Peroxisom-related","DJP1",456,500,434,585,2406.83655263158,538.159666,384.760735023041,298.861622222222,172.937918859649,176.17527,174.474320276498,174.936432478632
"18",0.985768888888889,0.982324384787472,0.975787449392713,0.959686021505376,0,0,1,0,0,0,0,"Folding-related","ERJ5",450,447,494,465,2414.51681333333,522.664937360179,375.95194534413,304.43576344086,37.15802,33.4486062639821,32.0119473684211,32.783623655914
"19",0.987515592515593,0.983521197007481,0.975495238095238,0.963426751592357,0,0,1,0,0,0,0,"Chaperone","HLJ1",481,401,420,471,2416.64797505198,524.960810473816,348.948804761905,304.353581740977,38.992632016632,46.740566084788,46.3279619047619,42.8406178343949
"20",0.986663390663391,0.981442006269592,0.974134328358209,0.959514563106796,0,1,0,0,0,0,0,"Chaperone","JAC1",407,319,536,412,2422.18677886978,557.012564263323,355.669373134328,322.606730582524,21.0538034398034,20.6537335423197,25.7149850746269,21.1877063106796
