,1pok-fiber2,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,n1pok-fiber2,nhalf,nfiber,nwt,y1pok-fiber2,yhalf,yfiber,ywt,r1pok-fiber2,rhalf,rfiber,rwt
1,-0.164672566371681,-0.174109947643979,-0.119151351351351,NA,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,113,191,185,NA,66.7556991150443,46.3528743455497,71.179827027027,NA,2327.79430973451,2536.86084816754,2475.40438918919,NA
2,0.093881109859155,0.083533007263923,0.12585119047619,NA,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,71,413,168,NA,60.6122253521127,42.714406779661,71.6196071428571,NA,1334.11804225352,1473.38215012107,1381.49532738095,NA
3,-0.045592592592593,-0.151857954545455,-0.162760504201681,NA,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,54,176,238,NA,56.8709814814815,38.4322840909091,61.7101932773109,NA,609.835555555556,630.943034090909,650.692218487395,NA
4,-0.071807692307692,-0.120243902439024,-0.057676767676768,NA,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,52,246,198,NA,54.1435192307692,39.0241341463415,66.1292474747475,NA,369.7355,338.136467479675,371.215338383838,NA
5,0.097306933908046,0.126642043055556,0.039226811656442,NA,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,174,360,163,NA,55.8450287356322,38.2768916666667,61.7269447852761,NA,101.049109195402,90.1816638888889,99.7950306748466,NA
6,-0.180934782608696,-0.122167630057803,-0.158023952095808,-0.031175328018018,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,46,173,167,222,54.3737173913043,38.8764161849711,63.94,41.5374279279279,382.514891304348,434.624705202312,445.735688622754,1307.86277477477
7,-0.196113402061856,-0.107953020134228,-0.07956,NA,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,97,149,125,NA,58.2487319587629,38.8167248322148,72.43152,NA,490.730536082474,484.239463087248,511.866888,NA
8,0.028916666666667,-0.005334304624277,0.020610169491525,NA,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,84,173,118,NA,60.2230714285714,36.8429132947977,68.3985677966102,NA,41.6877857142857,40.0154046242775,52.8778983050847,NA
9,-0.155482142857143,-0.096776119402985,-0.084486666666667,NA,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,56,134,150,NA,55.5679464285714,42.1411940298507,74.22504,NA,441.934357142857,510.982335820896,523.29656,NA
10,0.0655,-0.099972222222222,-0.119110325,NA,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,16,72,68,NA,57.238,44.5542083333333,56.0448235294118,NA,151.2255625,202.387375,184.497970588235,NA
11,-0.067737373737374,-0.06225,-0.004217644385027,NA,1,0,0,1,0,0,0,0,0,0,Oxygen-growth,1,SPE2,99,200,187,NA,58.5598888888889,36.847145,76.941192513369,NA,190.059505050505,167.973015,198.853598930481,NA
12,-0.001468531468531,-0.049908043661972,-0.009866292899408,NA,1,0,0,1,0,0,0,0,0,0,Stress-related,0,GSY2,143,355,169,NA,61.2362447552448,39.5122732394366,65.3846331360947,NA,125.474706293706,118.48474084507,124.883230769231,NA
