"","half","misfolded","fiber","wt","cytosol","mitochondria","ER","Nucleus","Vacuole","Plasma-membrane","budneck","Peroxisome","golgi","lipid droplet","Category","SGA-hit","names","nhalf","nmisfolded","nfiber","nwt","yhalf","ymisfolded","yfiber","ywt","rhalf","rmisfolded","rfiber","rwt"
"1",0.866721728081322,0.930684615384615,0.964276292335116,0.976697183098592,1,0,0,0,0,0,0,0,0,0,"Oxidative-stress",1,"GND1",787,390,561,426,39.4165069885642,106.106543589744,352.742550802139,660.917720657277,2281.09320838628,2477.01732307692,2204.96054188948,2293.81474882629
"2",0.889978282329714,0.930997732426304,0.968466086956522,0.974219008264463,0,1,1,0,0,0,0,0,0,1,"Lipid-Related",1,"ERG6",1013,441,575,242,37.9139851924975,100.774408163265,360.822714782609,666.130578512397,1318.62742448174,1337.10844671202,1240.99032695652,1360.39886363636
"3",0.888731707317073,0.925981549815498,0.96766028708134,0.97445953002611,1,0,0,0,0,0,0,0,0,0,"Stress-related",0,"PUB1",410,271,209,383,36.3719658536585,97.3773357933579,367.606196172249,657.676712793734,631.615746341463,643.353007380074,619.760043062201,612.891937336815
"4",0.87631067961165,0.93500708591674,0.97467385786802,0.980132743362832,0,0,0,1,0,0,0,0,0,0,"Proteasome",0,"PRE1",927,1129,788,565,37.3174077669903,103.873569530558,386.329970812183,638.910143362832,360.449357065804,385.641581045173,360.597049492386,360.470642477876
"5",0.894426636568849,0.934757417102967,0.967697872340425,0.97394128113879,1,0,0,0,0,0,0,0,0,0,"Protease",0,"SDD3",443,573,940,562,36.9550925507901,101.040666666667,333.231156382979,602.899462633452,102.606663656885,105.242687609075,104.262158510638,91.8513576512456
"6",0.875106422018349,0.923135974304068,0.963992207792208,0.9696672,0,0,1,0,0,0,0,0,0,0,"AA-related",1,"BAP2",545,934,770,625,36.2229064220183,92.2365246252677,321.294880519481,566.924776,382.326100917431,383.964377944325,384.414144155844,357.8379392
"7",0.887582875960483,0.933438485804416,0.968760736196319,0.973300613496933,1,0,0,0,0,0,0,0,0,0,"Stress-related",0,"TPS1",911,951,978,1304,36.4707574094402,100.661641430074,376.485128834356,626.543802147239,499.22779363337,501.315304942166,481.406040899796,526.070714723926
"8",0.884627450980392,0.939520917678812,0.972340425531915,0.977470418470418,1,0,0,0,0,0,0,0,0,0,"Lipid-Related",1,"PDR17",1581,741,141,693,36.3878798228969,109.557636977058,378.490460992908,663.346297258297,43.9002561669829,47.5337948717949,50.6783475177305,50.7963405483405
"9",0.885402649006622,0.933483965014577,0.970379646017699,0.976483713355049,1,0,0,0,0,0,0,0,0,0,"AA-related",0,"ARG4",755,343,1130,614,36.5636264900662,108.038874635569,369.06796460177,632.264581433225,477.703178807947,479.451854227405,556.160511504425,534.246477198697
"10",0.880596774193548,0.937283292978208,0.971657320872274,0.970475884244373,0,1,0,0,0,0,0,0,0,0,"Stress-related",0,"TPS2",372,413,321,311,34.894123655914,113.971203389831,414.376130841121,616.740832797428,155.470793010753,168.457619854722,153.936825545171,159.702495176849
"11",0.885930337078652,0.943116751269035,0.973567844925884,0.978605396290051,1,0,0,1,0,0,0,0,0,0,"Oxygen-growth",1,"SPE2",445,197,877,593,36.4592539325843,122.047563451777,404.441281641961,686.937821247892,179.800968539326,184.020421319797,182.310868871152,191.181913996627
"12",0.885870967741936,0.92681233933162,0.975195402298851,0.978288753799392,1,0,0,1,0,0,0,0,0,0,"Stress-related",0,"GSY2",434,389,522,329,37.8794193548387,98.9419691516709,387.677959770115,659.050841945289,117.319852534562,98.4311311053985,116.66533908046,112.167364741641
"13",0.869896385542169,0.922814720812183,0.968533826638478,0.974447653429603,1,0,0,0,0,0,0,0,0,0,"Multivesicular-body-sorting",1,"IST1",830,394,946,277,32.4633108433735,87.0428020304569,371.227338266385,622.967393501805,21.0266843373494,19.8821751269036,26.8271723044397,14.8541913357401
"14",0.874607142857143,0.938748878923767,0.970709443099274,0.976298507462687,1,0,1,0,0,0,0,0,0,0,"Multivesicular-body-sorting",0,"VPS4",280,223,413,268,33.6683464285714,105.381721973094,381.28482566586,638.565652985075,82.0778142857143,82.169399103139,74.6069418886199,84.7687835820896
"15",0.896765625,0.930242323651452,0.965513089005236,0.968629707112971,0,0,0,0,0,0,0,0,0,0,"Stress-related",1,"TIF3",128,1205,191,478,35.016625,87.3874099585062,340.188151832461,579.987320083682,609.9497734375,621.534501244813,611.668596858639,617.779317991632
